0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
500.000	227.000	1000.000	3.000
0.000	0.000	0.000	0.000
1000.000	54.000	1500.000	3.000
8000.000	250.000	1000.000	4.000
16000.000	29.000	1000.000	1.000
32000.000	33.000	1000.000	3.000
16000.000	33.000	1500.000	1.000
16000.000	10.000	1500.000	1.000
4000.000	8.000	500.000	3.000
4000.000	103.000	1000.000	3.000
0.000	0.000	0.000	0.000
4000.000	47.000	1000.000	3.000
32000.000	193.000	1500.000	3.000
8000.000	56.000	1000.000	3.000
0.000	0.000	0.000	0.000
8000.000	250.000	1000.000	4.000
16000.000	59.000	500.000	1.000
500.000	153.000	1500.000	3.000
2000.000	250.000	500.000	4.000
500.000	90.000	1000.000	3.000
1000.000	33.000	500.000	3.000
500.000	250.000	1000.000	4.000
16000.000	197.000	1500.000	1.000
0.000	0.000	0.000	0.000
2000.000	250.000	1000.000	4.000
8000.000	91.000	500.000	3.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
4000.000	119.000	500.000	3.000
2000.000	250.000	500.000	4.000
16000.000	250.000	1500.000	2.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
8000.000	250.000	1500.000	4.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
500.000	250.000	1000.000	4.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
4000.000	161.000	500.000	3.000
16000.000	250.000	1500.000	2.000
8000.000	250.000	500.000	4.000
2000.000	197.000	1000.000	3.000
4000.000	123.000	1500.000	3.000
8000.000	77.000	1500.000	3.000
4000.000	250.000	500.000	4.000
32000.000	250.000	1000.000	4.000
4000.000	250.000	1500.000	4.000
16000.000	98.000	1000.000	1.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
