0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
2000.000	250.000	500.000	4.000
16000.000	250.000	500.000	4.000
16000.000	160.000	1000.000	3.000
0.000	0.000	0.000	0.000
32000.000	71.000	500.000	3.000
2000.000	175.000	500.000	3.000
16000.000	250.000	500.000	4.000
0.000	0.000	0.000	0.000
16000.000	215.000	1000.000	3.000
0.000	0.000	0.000	0.000
2000.000	102.000	1500.000	3.000
4000.000	150.000	500.000	1.000
4000.000	155.000	500.000	1.000
16000.000	250.000	1000.000	4.000
2000.000	225.000	1000.000	3.000
32000.000	250.000	1500.000	4.000
1000.000	250.000	1000.000	4.000
8000.000	250.000	1000.000	4.000
1000.000	250.000	1000.000	4.000
0.000	0.000	0.000	0.000
16000.000	250.000	500.000	4.000
32000.000	250.000	500.000	4.000
32000.000	250.000	500.000	4.000
4000.000	168.000	1000.000	1.000
500.000	250.000	1000.000	4.000
16000.000	250.000	1000.000	4.000
0.000	0.000	0.000	0.000
2000.000	138.000	500.000	3.000
0.000	0.000	0.000	0.000
500.000	250.000	500.000	4.000
1000.000	250.000	1500.000	4.000
2000.000	113.000	1000.000	3.000
4000.000	125.000	500.000	1.000
0.000	0.000	0.000	0.000
500.000	250.000	500.000	4.000
1000.000	250.000	1000.000	4.000
16000.000	250.000	1500.000	4.000
4000.000	100.000	500.000	1.000
4000.000	123.000	1000.000	1.000
2000.000	218.000	500.000	3.000
16000.000	250.000	1500.000	4.000
0.000	0.000	0.000	0.000
16000.000	54.000	1500.000	3.000
16000.000	250.000	1000.000	4.000
16000.000	250.000	1500.000	4.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
1000.000	250.000	1500.000	4.000
4000.000	128.000	1000.000	1.000
16000.000	250.000	1500.000	4.000
0.000	0.000	0.000	0.000
2000.000	144.000	1500.000	3.000
16000.000	250.000	1000.000	4.000
4000.000	98.000	500.000	1.000
2000.000	250.000	500.000	4.000
4000.000	143.000	1000.000	1.000
1000.000	250.000	1500.000	4.000
500.000	250.000	500.000	4.000
2000.000	250.000	1000.000	4.000
16000.000	250.000	1500.000	4.000
16000.000	250.000	1500.000	4.000
16000.000	250.000	1000.000	4.000
8000.000	250.000	1000.000	4.000
4000.000	224.000	1000.000	1.000
500.000	36.000	1000.000	3.000
32000.000	250.000	1000.000	4.000
4000.000	143.000	1500.000	1.000
8000.000	250.000	1000.000	4.000
4000.000	166.000	500.000	1.000
500.000	250.000	1000.000	4.000
1000.000	250.000	500.000	4.000
500.000	250.000	1000.000	4.000
8000.000	250.000	1500.000	4.000
4000.000	158.000	1000.000	1.000
2000.000	250.000	1000.000	4.000
0.000	0.000	0.000	0.000
4000.000	212.000	1000.000	1.000
16000.000	250.000	1500.000	4.000
1000.000	250.000	1500.000	4.000
4000.000	147.000	1500.000	1.000
16000.000	250.000	1500.000	4.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000
